STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,FA_SR_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,state,S1,S2,S3,S4,S5,S6
6,289,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,290,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,291,0,0,0,0,0,7,4,0,6,0,0,0,0,0,1
6,292,0,0,0,10,4,0,0,0,4,0,0,0,0.999916945382443,8.30546175568324e-05,0
6,293,4,6,0,3,10,3,3,0,5,0,0.000855620593856495,0,0,0.999144379406144,0
6,294,0,0,0,8,8,0,3,0,5,0,0,0,0,1,0
6,295,0,0,0,0,0,0,10,0,3,0,0,0.99990897461971,0,0,9.1025380290069e-05
6,296,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,297,0,0,0,0,0,6,6,0,6,0,0,0,0,0,1
6,298,4,5,1,5,5,1,2,0,5,0,0,0,0,1,0
6,299,0,0,0,10,10,0,0,0,4,0,0,0,0.999934539350018,6.54606499818448e-05,0
6,300,0,0,0,6,10,0,6,0,6,0,0,0,0,0.242416810078119,0.757583189921881
6,301,0,0,0,0,0,0,10,0,3,0,0,0.999860381712894,0,0,0.00013961828710574
6,302,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,303,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,304,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
10,305,0,0,0,0,0,0,6,6,6,0,0,0,0,0,1
10,306,0,0,0,0,0,0,9,2,6,0,0,0,0,0,1
10,307,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
10,308,0,0,0,0,0,0,6,6,6,0,0,0,0,0,1
10,309,0,0,0,0,0,0,10,0,3,0,0,0.999860381712894,0,0,0.00013961828710574
10,310,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
10,311,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
10,312,0,0,0,10,2,0,0,1,4,0,0,0,0.999604880223085,0.000395119776915318,0
10,313,0,0,0,7,6,0,4,0,5,0,0,0,0,1,0
10,314,0,0,0,0,0,0,10,0,3,0,0,0.99990897461971,0,0,9.1025380290069e-05
10,315,0,0,0,0,0,4,7,0,6,0,0,0,0,0,1
10,316,10,4,0,0,0,0,0,0,1,1,0,0,0,0,0
10,317,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
