V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71
136,5345,MC_ORIENT/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5348,CONTENT_ACCESS/4,MC_ORIENT/3,MC_EVAL/1,CONTENT_ACCESS/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5350,CONTENT_ACCESS/7,MCQ_IN/2,MCQ_SR/1,MCQ_CO/3,MCQ_SR/1,MCQ_IN/1,MCQ_CO/1,MCQ_IN/2,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/8,MC_EVAL/1,CONTENT_ACCESS/2,VIDEO_PLAY/3,CONTENT_ACCESS/6,VIDEO_PLAY/2,MC_ORIENT/1,EXE_IN/1,EXE_CO/1,EXE_IN/2,EXE_CO/2,EXE_IN/4,EXE_CO/1,EXE_IN/1,EXE_CO/1,EXE_IN/2,EXE_CO/1,EXE_IN/2,EXE_CO/1,EXE_IN/2,EXE_CO/1,EXE_IN/2,EXE_CO/1,EXE_IN/1,EXE_CO/1,EXE_IN/1,EXE_CO/3,EXE_IN/2,EXE_CO/2,EXE_IN/1,EXE_CO/1,EXE_IN/1,EXE_CO/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5351,MC_EVAL/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5352,CONTENT_ACCESS/1,VIDEO_PLAY/5,CONTENT_ACCESS/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_CO/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/3,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/1,VIDEO_PLAY/37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5353,VIDEO_PLAY/6,CONTENT_ACCESS/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/2,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/2,MC_EVAL/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5354,CONTENT_ACCESS/1,MCQ_IN/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5355,MC_ORIENT/1,CONTENT_ACCESS/3,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5356,EXE_IN/1,EXE_CO/2,EXE_IN/2,EXE_CO/2,EXE_IN/5,EXE_CO/1,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5357,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5358,MCQ_IN/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,MCQ_SR/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,CONTENT_ACCESS/1,MC_EVAL/1,CONTENT_ACCESS/5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5359,CONTENT_ACCESS/5,MC_EVAL/1,CONTENT_ACCESS/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5361,MC_ORIENT/1,CONTENT_ACCESS/4,VIDEO_PLAY/57,CONTENT_ACCESS/2,VIDEO_PLAY/1,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5362,CONTENT_ACCESS/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5367,CONTENT_ACCESS/1,MC_EVAL/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5368,CONTENT_ACCESS/2,VIDEO_PLAY/2,CONTENT_ACCESS/4,VIDEO_PLAY/14,CONTENT_ACCESS/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5369,VIDEO_PLAY/2,EXE_IN/1,EXE_CO/1,EXE_IN/1,EXE_CO/2,EXE_IN/7,EXE_CO/1,EXE_IN/1,EXE_CO/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5371,CONTENT_ACCESS/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5372,CONTENT_ACCESS/1,MC_EVAL/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/4,MC_EVAL/2,CONTENT_ACCESS/1,VIDEO_PLAY/2,CONTENT_ACCESS/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/3,CONTENT_ACCESS/2,VIDEO_PLAY/1,CONTENT_ACCESS/1,VIDEO_PLAY/1,CONTENT_ACCESS/3,VIDEO_PLAY/3,EXE_IN/3,EXE_CO/6,EXE_IN/1,EXE_CO/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5373,EXE_CO/1,CONTENT_ACCESS/1,VIDEO_PLAY/32,CONTENT_ACCESS/3,VIDEO_PLAY/25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5376,CONTENT_ACCESS/1,EXE_CO/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5377,CONTENT_ACCESS/3,MC_EVAL/1,CONTENT_ACCESS/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5378,MC_EVAL/7,EXE_CO/15,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5379,CONTENT_ACCESS/8,VIDEO_PLAY/4,CONTENT_ACCESS/2,VIDEO_PLAY/25,CONTENT_ACCESS/1,VIDEO_PLAY/2,CONTENT_ACCESS/3,MC_EVAL/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5380,CONTENT_ACCESS/1,VIDEO_PLAY/2,CONTENT_ACCESS/1,EXE_IN/2,EXE_CO/2,EXE_IN/2,EXE_CO/2,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5381,CONTENT_ACCESS/2,MCQ_CO/3,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,CONTENT_ACCESS/3,MCQ_CO/2,MCQ_IN/1,MCQ_SR/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5382,CONTENT_ACCESS/2,MCQ_SR/1,MCQ_CO/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_CO/5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5383,CONTENT_ACCESS/3,VIDEO_PLAY/1,CONTENT_ACCESS/2,EXE_IN/1,CONTENT_ACCESS/1,VIDEO_PLAY/1,CONTENT_ACCESS/2,EXE_IN/1,EXE_CO/2,EXE_IN/1,EXE_CO/1,EXE_IN/1,EXE_CO/4,EXE_IN/1,EXE_CO/6,MC_EVAL/2,EXE_IN/1,EXE_CO/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5384,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,CONTENT_ACCESS/1,MCQ_IN/1,CONTENT_ACCESS/8,MCQ_CO/5,MCQ_IN/1,MCQ_SR/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5385,MCQ_IN/1,MCQ_SR/1,MCQ_CO/5,CONTENT_ACCESS/2,MCQ_CO/1,CONTENT_ACCESS/2,VIDEO_PLAY/16,MCQ_CO/1,CONTENT_ACCESS/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5386,CONTENT_ACCESS/2,VIDEO_PLAY/1,CONTENT_ACCESS/6,MCQ_CO/3,MCQ_IN/1,MCQ_SR/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/4,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/3,CONTENT_ACCESS/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/1,MC_EVAL/2,CONTENT_ACCESS/1,EXE_IN/1,EXE_CO/1,EXE_IN/1,EXE_CO/1,EXE_IN/3,EXE_CO/1,EXE_IN/1,EXE_CO/2,EXE_IN/2,EXE_CO/2,EXE_IN/4,EXE_CO/3,EXE_IN/2,EXE_CO/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5387,CONTENT_ACCESS/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5389,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5391,CONTENT_ACCESS/3,MCQ_CO/1,MCQ_IN/1,MCQ_CO/3,CONTENT_ACCESS/1,MCQ_CO/2,CONTENT_ACCESS/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/3,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5392,MCQ_CO/5,MCQ_IN/1,MCQ_SR/1,VIDEO_PLAY/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5393,CONTENT_ACCESS/1,VIDEO_PLAY/3,CONTENT_ACCESS/8,VIDEO_PLAY/4,CONTENT_ACCESS/1,VIDEO_PLAY/12,EXE_IN/1,EXE_CO/2,EXE_IN/1,EXE_CO/3,EXE_IN/1,EXE_CO/1,EXE_IN/1,EXE_CO/2,EXE_IN/1,EXE_CO/3,EXE_IN/1,EXE_CO/5,CONTENT_ACCESS/2,VIDEO_PLAY/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5394,CONTENT_ACCESS/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_SR/1,MCQ_IN/1,MCQ_CO/2,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/3,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/2,CONTENT_ACCESS/2,VIDEO_PLAY/17,CONTENT_ACCESS/2,MCQ_CO/1,EXE_CO/1,EXE_IN/1,EXE_CO/14,CONTENT_ACCESS/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5395,MC_ORIENT/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5397,CONTENT_ACCESS/1,EXE_IN/1,EXE_CO/1,EXE_IN/1,EXE_CO/5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5398,CONTENT_ACCESS/1,MC_ORIENT/1,CONTENT_ACCESS/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5399,CONTENT_ACCESS/1,VIDEO_PLAY/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5400,EXE_CO/16,CONTENT_ACCESS/5,VIDEO_PLAY/25,CONTENT_ACCESS/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,MCQ_IN/1,MCQ_SR/1,MCQ_CO/1,CONTENT_ACCESS/2,VIDEO_PLAY/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5401,CONTENT_ACCESS/1,VIDEO_PLAY/3,CONTENT_ACCESS/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5402,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5403,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5405,EXE_CO/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5406,EXE_CO/12,CONTENT_ACCESS/1,VIDEO_PLAY/2,CONTENT_ACCESS/1,VIDEO_PLAY/2,CONTENT_ACCESS/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5407,CONTENT_ACCESS/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
